Date,Open,High,Low,Close,Volume,EF_1,EF_2,Oil FutureTrend,Gold FutureTrend,Trend,Twitter Sentiments,FutureTrend
18/04/2019,0.245000005,0.25,0.239999995,0.245000005,217000,0.500000745,0,Negative,Negative,Neutral,0,Neutral
22/04/2019,0.25,0.25,0.239999995,0.245000005,56400,0.500000745,-1.999998093,Negative,Positive,Negative,0,Positive
23/04/2019,0.25,0.25,0.239999995,0.239999995,111000,0,-4.000002146,Positive,Negative,Negative,0,Positive
24/04/2019,0.239999995,0.239999995,0.215000004,0.224999994,1162500,0.399999762,-6.250000388,Positive,Negative,Negative,0,Positive
25/04/2019,0.224999994,0.224999994,0.219999999,0.219999999,98300,0,-2.222220162,Positive,Negative,Negative,0,Negative
26/04/2019,0.219999999,0.230000004,0.219999999,0.230000004,316100,1,4.545457008,Negative,Positive,Positive,0,Neutral
29/04/2019,0.230000004,0.234999999,0.219999999,0.230000004,225800,0.666666998,0,Negative,Negative,Neutral,0,Positive
30/04/2019,0.224999994,0.230000004,0.215000004,0.224999994,366400,0.666666004,0,Positive,Positive,Neutral,0,Positive
01/05/2019,0.215000004,0.224999994,0.200000003,0.204999998,723100,0.199999881,-4.651165208,Positive,Positive,Negative,0,Negative
02/05/2019,0.200000003,0.270000011,0.180000007,0.245000005,3621700,0.722222167,22.50000056,Negative,Negative,Positive,0,Positive
03/05/2019,0.239999995,0.239999995,0.215000004,0.230000004,467600,0.600000238,-4.166662786,Negative,Negative,Negative,0,Positive
06/05/2019,0.219999999,0.219999999,0.215000004,0.215000004,125600,0,-2.272725118,Positive,Negative,Negative,0,Neutral
07/05/2019,0.219999999,0.219999999,0.209999993,0.215000004,41300,0.500000745,-2.272725118,Negative,Positive,Negative,0,Negative
08/05/2019,0.209999993,0.224999994,0.209999993,0.224999994,248500,1,7.14285765,Positive,Negative,Positive,0,Neutral
09/05/2019,0.215000004,0.230000004,0.215000004,0.224999994,71300,0.666666004,4.651158278,Positive,Negative,Positive,0,Positive
10/05/2019,0.219999999,0.219999999,0.204999998,0.219999999,282800,1,0,Positive,Negative,Neutral,0,Positive
13/05/2019,0.219999999,0.224999994,0.209999993,0.215000004,135700,0.333333996,-2.272725118,Negative,Positive,Negative,0,Neutral
14/05/2019,0.209999993,0.219999999,0.209999993,0.215000004,194000,0.500000745,2.38095728,Negative,Negative,Positive,0,Neutral
15/05/2019,0.215000004,0.215000004,0.215000004,0.215000004,22200,,0,Negative,Positive,Neutral,0,Negative
16/05/2019,0.215000004,0.219999999,0.209999993,0.219999999,482100,1,2.325579139,Positive,Positive,Positive,0,Positive
